vix label	Real Gross Domestic Product per Capita	10-Year Treasury Constant Maturity Rate	Effective Federal Funds Rate	Consumer Price Index for all Urban Consumers	Inflation Expectations	Consumer Sentiment & Consumer Confidence	Advance Retail Sales: Retail Trade	Manufacturer New Orders: Durable Goods	Unemployment Rate	Total Nonfarm Payroll
3	-1.7473544493446822	2.104877405827398	2.3587629849986103	-1.7068850368165311	1.4879512830884338	0.2595882689644444	-1.4486534709573613	-1.7363586551851906	-0.3168181469509831	-1.9772215586421185
2	-1.7473544493446822	2.1644081784955302	2.375696849327871	-1.6905886887752768	0.9101951608414616	0.40011725667451986	-1.4486534709573613	-1.7363586551851906	-0.37120382340305896	-1.9228286015110523
2	-1.7473544493446822	2.2487434397753843	2.3333621885047178	-1.6789484401743806	0.4768780691562313	0.345467094787268	-1.4486534709573613	-1.7363586551851906	-0.2624324704989067	-1.7944446141452073
2	-1.7473544493446822	2.1098383035497426	2.3799303154101863	-1.6626520921331256	1.0546341914032042	0.1659022771577271	-1.4486534709573613	-1.7363586551851906	-0.37120382340305896	-1.7473594130867118
2	-1.7473544493446822	2.24378254205304	2.3121948580931417	-1.623075246890079	2.2101464358971503	-0.7631504749255502	-1.4486534709573613	-1.7363586551851906	-0.09927544114267865	-1.8626226565949866
3	-1.7473544493446822	2.228899848886007	2.30372792592851	-1.5788423022066735	2.499024497020637	-1.7390462229121872	-1.4486534709573613	-1.7363586551851906	0.009495911761473564	-1.7969358946244929
3	-1.7473544493446822	2.065190224048643	2.17672394345905	-1.5718581530461355	2.3545854664588943	-1.5750957372504322	-1.4486534709573613	-1.7363586551851906	0.17265294111770166	-1.8000084738822781
2	-1.7473544493446822	1.797301747042047	1.5163032346178575	-1.5485776558443434	0.4768780691562313	-1.2315804339591359	-1.4486534709573613	-1.7363586551851906	0.3901956469260056	-2.0333584121086843
2	-1.7654847856345428	1.8915588037665896	1.3723653878191362	-1.5392654569636268	0.1880000080327452	-0.3415635117953239	-1.4486534709573613	-1.7363586551851906	0.4445813233780819	-1.9771385159594757
2	-1.7654847856345428	1.9064414969336234	1.3173303287490368	-1.5299532580829098	0.04356097747100179	-0.6148143212315821	-1.4486534709573613	-1.7363586551851906	0.5533526762822342	-1.9205034063970525
2	-1.7570342051604553	2.0056594513805104	1.3342641930782981	-1.5159849597618347	0.04356097747100179	-0.2556846859724992	-1.4486534709573613	-1.7363586551851906	0.4989669998301578	-1.9803771805825467
2	-1.7570342051604553	1.8221062356537692	1.2665287357612527	-1.5066727608811177	0.1880000080327452	-0.3259491798275375	-1.4486534709573613	-1.7363586551851906	0.5533526762822342	-1.9727372537794046
2	-1.756726911325034	1.6385530199270275	1.0760227620570624	-1.4880483631196835	0.1880000080327452	-0.6148143212315821	-1.4486534709573613	-1.7363586551851906	0.6077383527343101	-1.8824698577466275
2	-1.756726911325034	1.5839831449812394	0.9066841187644487	-1.4787361642389665	-0.24531708365248503	-1.333073591749747	-1.4486534709573613	-1.7363586551851906	0.6077383527343101	-1.8811411748243418
2	-1.6626949976860952	1.613748531315306	0.44946978187439235	-1.4391593189959198	-0.10087805309074162	-0.7006931470544057	-1.4486534709573613	-1.7363586551851906	0.8252810585426145	-1.9555474184723347
2	-1.6626949976860952	1.5691004518142062	0.4875709766152303	-1.4345032195555616	-0.24531708365248503	-0.5445498273765439	-1.4034491149417958	-1.7603024650076937	0.9340524114467662	-1.8885319735795556
2	-1.6626949976860952	1.5046087814237294	0.46217018012133826	-1.4228629709546656	0.04356097747100179	-0.4508638355698265	-1.4083703136615076	-1.5436519362918044	1.0428237643509184	-1.8479241017672021
